alpha,epsilon,method,metric,value,mu0,sigma0,true_theta,sigma,xobs_1,xobs_2,xobs_3,xobs_4,xobs_5
0.1,210.05894,ALL,NN_TRAIN_ACCURACY,0.9395484924316406,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.1,210.05894,ALL,NN_TEST_ACCURACY,0.9391212463378906,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.1,210.05894,CORRECTED_NRE,C2ST,0.5052499771118164,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.1,210.05894,CORRECTED_NRE,RS_stat,-1.213052524792148,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.1,210.05894,CORRECTED_NRE,RS_pvalue,0.2251097394429723,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.1,210.05894,ALL,TIME_SIMULATION,0.7157618999481201,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.1,210.05894,ALL,TIME_TRAINING,205.97215795516968,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.1,210.05894,ALL,TIME_METRICS,6.624601125717163,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.1,210.05894,ALL,NN_TRAIN_ACCURACY,0.9395484924316406,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.1,210.05894,ALL,NN_TEST_ACCURACY,0.9391212463378906,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ABC,C2ST,0.9308000206947327,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ABC,RS_stat,44.21375465011169,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ABC,RS_pvalue,0.0,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,TIME_SIMULATION,0.7022027969360352,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,TIME_TRAINING,207.05703020095825,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,TIME_METRICS,7.232022047042847,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,NN_TRAIN_ACCURACY,0.9208908081054688,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,NN_TEST_ACCURACY,0.9210472106933594,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,NRE,C2ST,0.5109000205993652,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,NRE,RS_stat,-3.6208015571387215,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,NRE,RS_pvalue,0.0002936917181301324,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,TIME_SIMULATION,0.7022027969360352,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,TIME_TRAINING,207.05703020095825,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,TIME_METRICS,7.232022047042847,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,NN_TRAIN_ACCURACY,0.9208908081054688,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,NN_TEST_ACCURACY,0.9210472106933594,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,CORRECTED_NRE,C2ST,0.5149999856948853,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,CORRECTED_NRE,RS_stat,-4.962766279584019,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,CORRECTED_NRE,RS_pvalue,6.949619147156786e-07,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,TIME_SIMULATION,0.7022027969360352,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,TIME_TRAINING,207.05703020095825,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,TIME_METRICS,7.232022047042847,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,NN_TRAIN_ACCURACY,0.9208908081054688,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.05,70.14465,ALL,NN_TEST_ACCURACY,0.9210472106933594,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ABC,C2ST,0.7473499774932861,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ABC,RS_stat,10.476324525296814,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ABC,RS_pvalue,1.1097310906549204e-25,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_SIMULATION,0.7127468585968018,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_TRAINING,216.88886094093323,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_METRICS,8.038464069366455,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,NN_TRAIN_ACCURACY,0.7803878784179688,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,NN_TEST_ACCURACY,0.7800064086914062,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,NRE,C2ST,0.5141000151634216,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,NRE,RS_stat,0.04305605431073962,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,NRE,RS_pvalue,0.9656568503688271,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_SIMULATION,0.7127468585968018,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_TRAINING,216.88886094093323,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_METRICS,8.038464069366455,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,NN_TRAIN_ACCURACY,0.7803878784179688,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,NN_TEST_ACCURACY,0.7800064086914062,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,CORRECTED_NRE,C2ST,0.517300009727478,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,CORRECTED_NRE,RS_stat,-2.026139093254024,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,CORRECTED_NRE,RS_pvalue,0.04275053297027822,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_SIMULATION,0.7127468585968018,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_TRAINING,216.88886094093323,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,TIME_METRICS,8.038464069366455,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,NN_TRAIN_ACCURACY,0.7803878784179688,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.01,3.3594604,ALL,NN_TEST_ACCURACY,0.7800064086914062,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ABC,C2ST,0.6212000250816345,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ABC,RS_stat,2.888968655853032,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ABC,RS_pvalue,0.003865075985061769,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_SIMULATION,0.6133880615234375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_TRAINING,297.58973383903503,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_METRICS,7.163898706436157,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,NN_TRAIN_ACCURACY,0.6841926574707031,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,NN_TEST_ACCURACY,0.6841087341308594,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,NRE,C2ST,0.5845500230789185,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,NRE,RS_stat,-14.52389735964131,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,NRE,RS_pvalue,8.550713896137449e-48,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_SIMULATION,0.6133880615234375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_TRAINING,297.58973383903503,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_METRICS,7.163898706436157,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,NN_TRAIN_ACCURACY,0.6841926574707031,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,NN_TEST_ACCURACY,0.6841087341308594,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,CORRECTED_NRE,C2ST,0.5119500160217285,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,CORRECTED_NRE,RS_stat,-4.447945395807068,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,CORRECTED_NRE,RS_pvalue,8.669556037952077e-06,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_SIMULATION,0.6133880615234375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_TRAINING,297.58973383903503,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,TIME_METRICS,7.163898706436157,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,NN_TRAIN_ACCURACY,0.6841926574707031,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.005,0.8397964,ALL,NN_TEST_ACCURACY,0.6841087341308594,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ABC,C2ST,0.5045499801635742,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ABC,RS_stat,-3.582180193141419,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ABC,RS_pvalue,0.00034073862285645087,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_SIMULATION,0.728057861328125,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_TRAINING,206.5023899078369,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_METRICS,7.923874855041504,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,NN_TRAIN_ACCURACY,0.4992027282714844,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,NN_TEST_ACCURACY,0.49945068359375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,NRE,C2ST,0.9958999752998352,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,NRE,RS_stat,117.54144838693159,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,NRE,RS_pvalue,0.0,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_SIMULATION,0.728057861328125,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_TRAINING,206.5023899078369,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_METRICS,7.923874855041504,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,NN_TRAIN_ACCURACY,0.4992027282714844,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,NN_TEST_ACCURACY,0.49945068359375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,CORRECTED_NRE,C2ST,0.5078999996185303,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,CORRECTED_NRE,RS_stat,-3.280405702119019,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,CORRECTED_NRE,RS_pvalue,0.0010365790976056396,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_SIMULATION,0.728057861328125,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_TRAINING,206.5023899078369,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,TIME_METRICS,7.923874855041504,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,NN_TRAIN_ACCURACY,0.4992027282714844,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.001,0.035730872,ALL,NN_TEST_ACCURACY,0.49945068359375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ABC,C2ST,0.5079500079154968,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ABC,RS_stat,-3.765524815809952,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ABC,RS_pvalue,0.00016619961459575286,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_SIMULATION,0.7686259746551514,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_TRAINING,201.28131198883057,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_METRICS,8.43949580192566,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,NN_TRAIN_ACCURACY,0.49965667724609375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,NN_TEST_ACCURACY,0.499725341796875,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,NRE,C2ST,0.9955499768257141,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,NRE,RS_stat,116.85157542069939,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,NRE,RS_pvalue,0.0,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_SIMULATION,0.7686259746551514,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_TRAINING,201.28131198883057,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_METRICS,8.43949580192566,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,NN_TRAIN_ACCURACY,0.49965667724609375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,NN_TEST_ACCURACY,0.499725341796875,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,CORRECTED_NRE,C2ST,0.5076500177383423,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,CORRECTED_NRE,RS_stat,-3.274121693282166,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,CORRECTED_NRE,RS_pvalue,0.001059909548376756,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_SIMULATION,0.7686259746551514,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_TRAINING,201.28131198883057,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,TIME_METRICS,8.43949580192566,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,NN_TRAIN_ACCURACY,0.49965667724609375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0005,0.007935686,ALL,NN_TEST_ACCURACY,0.499725341796875,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ABC,C2ST,0.4941500127315521,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ABC,RS_stat,-2.133187692046231,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ABC,RS_pvalue,0.03290933237380341,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_SIMULATION,0.7095470428466797,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_TRAINING,210.91939115524292,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_METRICS,7.6810431480407715,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,NN_TRAIN_ACCURACY,0.49855804443359375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,NN_TEST_ACCURACY,0.4995574951171875,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,NRE,C2ST,0.9952999949455261,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,NRE,RS_stat,117.18945203849879,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,NRE,RS_pvalue,0.0,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_SIMULATION,0.7095470428466797,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_TRAINING,210.91939115524292,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_METRICS,7.6810431480407715,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,NN_TRAIN_ACCURACY,0.49855804443359375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,NN_TEST_ACCURACY,0.4995574951171875,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,CORRECTED_NRE,C2ST,0.5044500231742859,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,CORRECTED_NRE,RS_stat,-4.45628569987625,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,CORRECTED_NRE,RS_pvalue,8.339188097394952e-06,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_SIMULATION,0.7095470428466797,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_TRAINING,210.91939115524292,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,TIME_METRICS,7.6810431480407715,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,NN_TRAIN_ACCURACY,0.49855804443359375,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
0.0001,0.00035534802,ALL,NN_TEST_ACCURACY,0.4995574951171875,0.0,20.0,40.0,1.0,38.541805,37.952957,42.04734,41.16841,39.024162
